Player Id,Name,Position,Year,Team,Games Played,Games Started
chrisziemann/2503943,"Ziemann, Chris",,2002,Jacksonville Jaguars,0,0
chrisziemann/2503943,"Ziemann, Chris",,2000,New York Giants,8,0
dickfalcon/2513808,"Falcon, Dick",,1920,Chicago Tigers,2,0
hossjohnson/2517606,"Johnson, Hoss",,1987,Tampa Bay Buccaneers,1,0
georgemagerkurth/2519964,"Magerkurth, George",,1920,Rock Island Independents,1,0
champseibold/2525291,"Seibold, Champ",,1942,Chicago Cardinals,11,0
champseibold/2525291,"Seibold, Champ",,1940,Green Bay Packers,10,0
champseibold/2525291,"Seibold, Champ",,1938,Green Bay Packers,11,0
champseibold/2525291,"Seibold, Champ",,1937,Green Bay Packers,10,0
champseibold/2525291,"Seibold, Champ",,1936,Green Bay Packers,10,0
champseibold/2525291,"Seibold, Champ",,1935,Green Bay Packers,6,0
champseibold/2525291,"Seibold, Champ",,1934,Green Bay Packers,1,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1929,Dayton Triangles,6,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1928,Dayton Triangles,7,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1927,Dayton Triangles,8,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1926,Dayton Triangles,6,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1925,Dayton Triangles,8,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1924,Dayton Triangles,8,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1923,Dayton Triangles,8,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1922,Dayton Triangles,8,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1921,Dayton Triangles,9,0
hobbykinderdine/2518466,"Kinderdine, Hobby",,1920,Dayton Triangles,8,0
clarerandolph/2523738,"Randolph, Clare",,1936,Detroit Lions,11,0
clarerandolph/2523738,"Randolph, Clare",,1935,Detroit Lions,12,0
clarerandolph/2523738,"Randolph, Clare",,1934,Detroit Lions,12,0
clarerandolph/2523738,"Randolph, Clare",,1933,Portsmouth Spartans,10,0
clarerandolph/2523738,"Randolph, Clare",,1932,Portsmouth Spartans,10,0
clarerandolph/2523738,"Randolph, Clare",,1931,Portsmouth Spartans,14,0
clarerandolph/2523738,"Randolph, Clare",,1930,Chicago Cardinals,9,0
johnbarrett/2509074,"Barrett, John",,1928,Detroit Wolverines,5,0
johnbarrett/2509074,"Barrett, John",,1927,Pottsville Maroons,5,0
johnbarrett/2509074,"Barrett, John",,1926,Detroit Panthers,11,0
johnbarrett/2509074,"Barrett, John",,1925,Akron Indians,8,0
johnbarrett/2509074,"Barrett, John",,1924,Akron Pros,5,0
clydevansickle/2527887,"Van Sickle, Clyde",,1933,Green Bay Packers,8,0
clydevansickle/2527887,"Van Sickle, Clyde",,1932,Green Bay Packers,1,0
clydevansickle/2527887,"Van Sickle, Clyde",,1930,Frankford Yellow Jackets,11,0
terrytausch/2527054,"Tausch, Terry",,1989,San Francisco 49ers,9,0
terrytausch/2527054,"Tausch, Terry",,1988,Minnesota Vikings,16,0
terrytausch/2527054,"Tausch, Terry",,1987,Minnesota Vikings,5,0
terrytausch/2527054,"Tausch, Terry",,1986,Minnesota Vikings,16,0
terrytausch/2527054,"Tausch, Terry",,1985,Minnesota Vikings,16,0
terrytausch/2527054,"Tausch, Terry",,1984,Minnesota Vikings,16,0
terrytausch/2527054,"Tausch, Terry",,1983,Minnesota Vikings,10,0
terrytausch/2527054,"Tausch, Terry",,1982,Minnesota Vikings,2,0
brucenelson/2505627,"Nelson, Bruce",,2004,Carolina Panthers,0,0
brucenelson/2505627,"Nelson, Bruce",,2003,Carolina Panthers,15,1
coreylinsley/2543631,"Linsley, Corey",C,2016,Green Bay Packers,9,9
coreylinsley/2543631,"Linsley, Corey",C,2015,Green Bay Packers,13,13
coreylinsley/2543631,"Linsley, Corey",C,2014,Green Bay Packers,16,16
joedevlin/2512867,"Devlin, Joe",,1989,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1988,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1987,Buffalo Bills,12,0
joedevlin/2512867,"Devlin, Joe",,1986,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1985,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1984,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1982,Buffalo Bills,9,0
joedevlin/2512867,"Devlin, Joe",,1981,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1980,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1979,Buffalo Bills,16,0
joedevlin/2512867,"Devlin, Joe",,1978,Buffalo Bills,14,0
joedevlin/2512867,"Devlin, Joe",,1977,Buffalo Bills,14,0
joedevlin/2512867,"Devlin, Joe",,1976,Buffalo Bills,14,0
mattdarwin/2512473,"Darwin, Matt",,1990,Philadelphia Eagles,2,0
mattdarwin/2512473,"Darwin, Matt",,1989,Philadelphia Eagles,15,0
mattdarwin/2512473,"Darwin, Matt",,1988,Philadelphia Eagles,16,0
mattdarwin/2512473,"Darwin, Matt",,1987,Philadelphia Eagles,12,0
mattdarwin/2512473,"Darwin, Matt",,1986,Philadelphia Eagles,16,0
kylekosier/2505211,"Kosier, Kyle",,2011,Dallas Cowboys,16,16
kylekosier/2505211,"Kosier, Kyle",,2010,Dallas Cowboys,13,13
kylekosier/2505211,"Kosier, Kyle",,2009,Dallas Cowboys,16,16
kylekosier/2505211,"Kosier, Kyle",,2008,Dallas Cowboys,3,3
kylekosier/2505211,"Kosier, Kyle",,2007,Dallas Cowboys,16,16
kylekosier/2505211,"Kosier, Kyle",,2006,Dallas Cowboys,16,16
kylekosier/2505211,"Kosier, Kyle",,2005,Detroit Lions,16,11
kylekosier/2505211,"Kosier, Kyle",,2004,San Francisco 49ers,16,16
kylekosier/2505211,"Kosier, Kyle",,2003,San Francisco 49ers,16,12
kylekosier/2505211,"Kosier, Kyle",,2002,San Francisco 49ers,15,1
drewellis/2513573,"Ellis, Drew",,1939,Philadelphia Eagles,11,0
drewellis/2513573,"Ellis, Drew",,1938,Philadelphia Eagles,11,0
johnnorbeck/2522226,"Norbeck, John",,1921,Minneapolis Marines,2,0
bobemerick/2513627,"Emerick, Bob",,1937,Cleveland Rams,11,0
bobemerick/2513627,"Emerick, Bob",,1934,Detroit Lions,9,0
karlchandler/2511338,"Chandler, Karl",,1979,Detroit Lions,1,0
karlchandler/2511338,"Chandler, Karl",,1978,Detroit Lions,11,0
karlchandler/2511338,"Chandler, Karl",,1977,New York Giants,14,0
karlchandler/2511338,"Chandler, Karl",,1976,New York Giants,12,0
karlchandler/2511338,"Chandler, Karl",,1975,New York Giants,14,0
karlchandler/2511338,"Chandler, Karl",,1974,New York Giants,14,0
thomasrayam/2502595,"Rayam, Thomas",,1993,Cincinnati Bengals,10,8
thomasrayam/2502595,"Rayam, Thomas",,1992,Cincinnati Bengals,10,5
willrackley/2508113,"Rackley, Will",,2013,Jacksonville Jaguars,11,11
willrackley/2508113,"Rackley, Will",,2011,Jacksonville Jaguars,15,14
rayrichards/2524087,"Richards, Ray",,1936,Chicago Bears,1,0
rayrichards/2524087,"Richards, Ray",,1935,Chicago Bears,12,0
rayrichards/2524087,"Richards, Ray",,1934,Detroit Lions,6,0
rayrichards/2524087,"Richards, Ray",,1933,Chicago Bears,12,0
rayrichards/2524087,"Richards, Ray",,1930,Frankford Yellow Jackets,13,0
docvoss/2528018,"Voss, Doc",,1920,Buffalo All-Americans,4,0
levertcarr/2511132,"Carr, Levert",,1973,Houston Oilers,13,0
levertcarr/2511132,"Carr, Levert",,1972,Houston Oilers,14,0
levertcarr/2511132,"Carr, Levert",,1971,Buffalo Bills,14,0
levertcarr/2511132,"Carr, Levert",,1970,Buffalo Bills,7,0
levertcarr/2511132,"Carr, Levert",,1969,San Diego Chargers,7,0
billkirchiro/2518543,"Kirchiro, Bill",,1962,Baltimore Colts,8,0
haroldhall/2515632,"Hall, Harold",,1942,New York Giants,1,0
stephenpeterman/2506001,"Peterman, Stephen",,2012,Detroit Lions,16,16
stephenpeterman/2506001,"Peterman, Stephen",,2011,Detroit Lions,16,16
stephenpeterman/2506001,"Peterman, Stephen",,2010,Detroit Lions,16,16
stephenpeterman/2506001,"Peterman, Stephen",,2009,Detroit Lions,9,9
stephenpeterman/2506001,"Peterman, Stephen",,2008,Detroit Lions,14,14
stephenpeterman/2506001,"Peterman, Stephen",,2007,Detroit Lions,13,13
stephenpeterman/2506001,"Peterman, Stephen",,2006,Detroit Lions,3,2
stephenpeterman/2506001,"Peterman, Stephen",,2005,Dallas Cowboys,3,0
stephenpeterman/2506001,"Peterman, Stephen",,2004,Dallas Cowboys,0,0
robjamieson/2517399,"Jamieson, Rob",,1924,Frankford Yellow Jackets,3,0
ronsabal/2524769,"Sabal, Ron",,1961,Oakland Raiders,14,0
ronsabal/2524769,"Sabal, Ron",,1960,Oakland Raiders,14,0
krisdielman/2505298,"Dielman, Kris",,2011,San Diego Chargers,6,6
krisdielman/2505298,"Dielman, Kris",,2010,San Diego Chargers,15,15
krisdielman/2505298,"Dielman, Kris",,2009,San Diego Chargers,16,16
krisdielman/2505298,"Dielman, Kris",,2008,San Diego Chargers,15,15
krisdielman/2505298,"Dielman, Kris",,2007,San Diego Chargers,16,16
krisdielman/2505298,"Dielman, Kris",,2006,San Diego Chargers,15,15
krisdielman/2505298,"Dielman, Kris",,2005,San Diego Chargers,16,14
krisdielman/2505298,"Dielman, Kris",,2004,San Diego Chargers,15,0
krisdielman/2505298,"Dielman, Kris",,2003,San Diego Chargers,6,0
calebmartin/2520227,"Martin, Caleb",,1947,Chicago Cardinals,10,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1988,Washington Redskins,14,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1987,Washington Redskins,12,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1986,Washington Redskins,14,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1985,Washington Redskins,3,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1984,Atlanta Falcons,16,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1983,Atlanta Falcons,16,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1982,Atlanta Falcons,9,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1981,Atlanta Falcons,16,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1980,Atlanta Falcons,16,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1979,Atlanta Falcons,11,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1978,Atlanta Falcons,16,0
r.c.thielemann/2527203,"Thielemann, R.C.",,1977,Atlanta Falcons,14,0
waynewalton/2528195,"Walton, Wayne",,1974,Kansas City Chiefs,9,0
waynewalton/2528195,"Walton, Wayne",,1973,Kansas City Chiefs,14,0
waynewalton/2528195,"Walton, Wayne",,1971,New York Giants,14,0
tonyarena/2508614,"Arena, Tony",,1942,Detroit Lions,1,0
carlfagioli/2513787,"Fagioli, Carl",,1944,Philadelphia Eagles,2,0
craigosika/2504896,"Osika, Craig",,2004,Cleveland Browns,0,0
craigosika/2504896,"Osika, Craig",,2003,Cleveland Browns,1,0
craigosika/2504896,"Osika, Craig",,2002,San Francisco 49ers,0,0
normamundsen/2508447,"Amundsen, Norm",,1957,Green Bay Packers,12,0
billwhalen/2528597,"Whalen, Bill",,1924,Chicago Cardinals,1,0
billwhalen/2528597,"Whalen, Bill",,1923,Chicago Cardinals,1,0
billwhalen/2528597,"Whalen, Bill",,1922,Chicago Cardinals,3,0
billwhalen/2528597,"Whalen, Bill",,1920,Chicago (Racine) Cardinals,6,0
dontalcott/2526996,"Talcott, Don",,1947,Philadelphia Eagles,8,0
johnfitzgerald/2514086,"Fitzgerald, John",,1980,Dallas Cowboys,14,0
johnfitzgerald/2514086,"Fitzgerald, John",,1979,Dallas Cowboys,15,0
johnfitzgerald/2514086,"Fitzgerald, John",,1978,Dallas Cowboys,14,0
johnfitzgerald/2514086,"Fitzgerald, John",,1977,Dallas Cowboys,12,0
johnfitzgerald/2514086,"Fitzgerald, John",,1976,Dallas Cowboys,14,0
johnfitzgerald/2514086,"Fitzgerald, John",,1975,Dallas Cowboys,14,0
johnfitzgerald/2514086,"Fitzgerald, John",,1974,Dallas Cowboys,12,0
johnfitzgerald/2514086,"Fitzgerald, John",,1973,Dallas Cowboys,14,0
johnfitzgerald/2514086,"Fitzgerald, John",,1972,Dallas Cowboys,14,0
johnfitzgerald/2514086,"Fitzgerald, John",,1971,Dallas Cowboys,14,0
codywhitehair/2555132,"Whitehair, Cody",C,2016,Chicago Bears,16,16
marklevoir/2506695,"LeVoir, Mark",,2011,St. Louis Rams,7,3
marklevoir/2506695,"LeVoir, Mark",,2011,Baltimore Ravens,3,1
marklevoir/2506695,"LeVoir, Mark",,2010,New England Patriots,6,0
marklevoir/2506695,"LeVoir, Mark",,2009,New England Patriots,10,0
marklevoir/2506695,"LeVoir, Mark",,2008,New England Patriots,16,2
marklevoir/2506695,"LeVoir, Mark",,2007,St. Louis Rams,0,0
marklevoir/2506695,"LeVoir, Mark",,2006,Chicago Bears,0,0
timlelito/2541851,"Lelito, Tim",G,2016,New Orleans Saints,16,7
timlelito/2541851,"Lelito, Tim",G,2015,New Orleans Saints,15,13
timlelito/2541851,"Lelito, Tim",G,2014,New Orleans Saints,16,2
timlelito/2541851,"Lelito, Tim",G,2013,New Orleans Saints,16,2
jackmccarthy/2520525,"McCarthy, Jack",,1927,Duluth Eskimos,8,0
brettgoode/2507262,"Goode, Brett",LS,2016,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2015,Green Bay Packers,14,0
brettgoode/2507262,"Goode, Brett",LS,2014,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2013,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2012,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2011,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2010,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2009,Green Bay Packers,16,0
brettgoode/2507262,"Goode, Brett",LS,2008,Green Bay Packers,16,0
seniokelemete/2532889,"Kelemete, Senio",G,2016,New Orleans Saints,15,9
seniokelemete/2532889,"Kelemete, Senio",G,2015,New Orleans Saints,16,5
seniokelemete/2532889,"Kelemete, Senio",G,2014,New Orleans Saints,10,0
seniokelemete/2532889,"Kelemete, Senio",G,2012,Arizona Cardinals,1,0
davidandrews/2553632,"Andrews, David",C,2016,New England Patriots,16,16
davidandrews/2553632,"Andrews, David",C,2015,New England Patriots,14,11
paulanderson/2508514,"Anderson, Paul",,1925,Rock Island Independents,1,0
genepepper/2522996,"Pepper, Gene",,1954,Baltimore Colts,3,0
genepepper/2522996,"Pepper, Gene",,1953,Washington Redskins,6,0
genepepper/2522996,"Pepper, Gene",,1952,Washington Redskins,12,0
genepepper/2522996,"Pepper, Gene",,1951,Washington Redskins,11,0
genepepper/2522996,"Pepper, Gene",,1950,Washington Redskins,12,0
bradbadger/2499485,"Badger, Brad",,2007,Arizona Cardinals,1,0
bradbadger/2499485,"Badger, Brad",,2006,Oakland Raiders,7,0
bradbadger/2499485,"Badger, Brad",,2005,Oakland Raiders,16,8
bradbadger/2499485,"Badger, Brad",,2004,Oakland Raiders,16,12
bradbadger/2499485,"Badger, Brad",,2003,Oakland Raiders,16,11
bradbadger/2499485,"Badger, Brad",,2002,Oakland Raiders,7,0
bradbadger/2499485,"Badger, Brad",,2001,Minnesota Vikings,13,12
bradbadger/2499485,"Badger, Brad",,2000,Minnesota Vikings,16,0
bradbadger/2499485,"Badger, Brad",,1999,Washington Redskins,14,4
bradbadger/2499485,"Badger, Brad",,1998,Washington Redskins,16,16
bradbadger/2499485,"Badger, Brad",,1997,Washington Redskins,12,1
paulfanaika/71293,"Fanaika, Paul",,2014,Arizona Cardinals,14,14
paulfanaika/71293,"Fanaika, Paul",,2013,Arizona Cardinals,16,16
paulfanaika/71293,"Fanaika, Paul",,2011,Seattle Seahawks,3,0
paulfanaika/71293,"Fanaika, Paul",,2010,Seattle Seahawks,0,0
paulfanaika/71293,"Fanaika, Paul",,2009,Washington Redskins,0,0
jeremycain/2505815,"Cain, Jeremy",,2014,Chicago Bears,16,0
jeremycain/2505815,"Cain, Jeremy",,2013,Chicago Bears,2,0
jeremycain/2505815,"Cain, Jeremy",,2012,Jacksonville Jaguars,16,0
jeremycain/2505815,"Cain, Jeremy",,2011,Jacksonville Jaguars,16,0
jeremycain/2505815,"Cain, Jeremy",,2010,Jacksonville Jaguars,16,0
jeremycain/2505815,"Cain, Jeremy",,2009,Jacksonville Jaguars,16,0
jeremycain/2505815,"Cain, Jeremy",,2007,Tennessee Titans,9,0
jeremycain/2505815,"Cain, Jeremy",,2005,Chicago Bears,3,0
jeremycain/2505815,"Cain, Jeremy",,2004,Chicago Bears,5,0
herbtaylor/2507233,"Taylor, Herb",,2012,Jacksonville Jaguars,2,1
herbtaylor/2507233,"Taylor, Herb",,2011,Green Bay Packers,0,0
herbtaylor/2507233,"Taylor, Herb",,2009,Denver Broncos,0,0
herbtaylor/2507233,"Taylor, Herb",,2008,Kansas City Chiefs,16,1
herbtaylor/2507233,"Taylor, Herb",,2007,Kansas City Chiefs,2,0
johnmastrangelo/2520312,"Mastrangelo, John",,1950,New York Giants,9,0
johnmastrangelo/2520312,"Mastrangelo, John",,1949,New York Yankees,0,0
johnmastrangelo/2520312,"Mastrangelo, John",,1948,Pittsburgh Steelers,12,0
johnmastrangelo/2520312,"Mastrangelo, John",,1947,Pittsburgh Steelers,11,0
rondavis/2512625,"Davis, Ron",,1973,St. Louis Cardinals,2,0
harryschuh/2525125,"Schuh, Harry",,1974,Green Bay Packers,14,0
harryschuh/2525125,"Schuh, Harry",,1973,Los Angeles Rams,14,0
harryschuh/2525125,"Schuh, Harry",,1972,Los Angeles Rams,14,0
harryschuh/2525125,"Schuh, Harry",,1971,Los Angeles Rams,14,0
harryschuh/2525125,"Schuh, Harry",,1970,Oakland Raiders,14,0
harryschuh/2525125,"Schuh, Harry",,1969,Oakland Raiders,14,0
harryschuh/2525125,"Schuh, Harry",,1968,Oakland Raiders,14,0
harryschuh/2525125,"Schuh, Harry",,1967,Oakland Raiders,14,0
harryschuh/2525125,"Schuh, Harry",,1966,Oakland Raiders,14,0
harryschuh/2525125,"Schuh, Harry",,1965,Oakland Raiders,14,0
johnbadaczewski/2508811,"Badaczewski, John",,1953,Chicago Bears,12,0
johnbadaczewski/2508811,"Badaczewski, John",,1951,Washington Redskins,12,0
johnbadaczewski/2508811,"Badaczewski, John",,1950,Washington Redskins,12,0
johnbadaczewski/2508811,"Badaczewski, John",,1949,Washington Redskins,12,0
johnbadaczewski/2508811,"Badaczewski, John",,1948,Chicago Cardinals,5,0
johnbadaczewski/2508811,"Badaczewski, John",,1948,Boston Yanks,6,0
johnbadaczewski/2508811,"Badaczewski, John",,1947,Boston Yanks,12,0
johnbadaczewski/2508811,"Badaczewski, John",,1946,Boston Yanks,11,0
bradoates/2522330,"Oates, Brad",,1981,Green Bay Packers,1,0
bradoates/2522330,"Oates, Brad",,1981,Cincinnati Bengals,5,0
bradoates/2522330,"Oates, Brad",,1980,Kansas City Chiefs,1,0
bradoates/2522330,"Oates, Brad",,1980,St. Louis Cardinals,10,0
bradoates/2522330,"Oates, Brad",,1979,St. Louis Cardinals,11,0
bradoates/2522330,"Oates, Brad",,1978,Detroit Lions,16,0
bradoates/2522330,"Oates, Brad",,1977,St. Louis Cardinals,9,0
bradoates/2522330,"Oates, Brad",,1976,St. Louis Cardinals,14,0
edwang/497066,"Wang, Ed",,2010,Buffalo Bills,6,0
reidfragel/2539651,"Fragel, Reid",OT,2015,Tampa Bay Buccaneers,1,0
reidfragel/2539651,"Fragel, Reid",OT,2013,Cleveland Browns,0,0
kevinbelcher/2509324,"Belcher, Kevin",,1987,Denver Broncos,1,0
kevinbelcher/2509324,"Belcher, Kevin",,1985,Los Angeles Raiders,4,0
johngerak/2500793,"Gerak, John",,1997,St. Louis Rams,16,16
johngerak/2500793,"Gerak, John",,1996,Minnesota Vikings,14,10
johngerak/2500793,"Gerak, John",,1995,Minnesota Vikings,16,6
johngerak/2500793,"Gerak, John",,1994,Minnesota Vikings,13,3
johngerak/2500793,"Gerak, John",,1993,Minnesota Vikings,4,0
philostrowski/2502369,"Ostrowski, Phil",,2000,San Francisco 49ers,13,0
philostrowski/2502369,"Ostrowski, Phil",,1999,San Francisco 49ers,15,0
philostrowski/2502369,"Ostrowski, Phil",,1998,San Francisco 49ers,0,0
melvinjackson/2517295,"Jackson, Melvin",,1980,Green Bay Packers,6,0
melvinjackson/2517295,"Jackson, Melvin",,1979,Green Bay Packers,16,0
melvinjackson/2517295,"Jackson, Melvin",,1978,Green Bay Packers,16,0
melvinjackson/2517295,"Jackson, Melvin",,1977,Green Bay Packers,13,0
melvinjackson/2517295,"Jackson, Melvin",,1976,Green Bay Packers,13,0
gates/2514695,"Gates, null",,1920,Detroit Heralds,1,0
steveriley/2524196,"Riley, Steve",,1984,Minnesota Vikings,16,0
steveriley/2524196,"Riley, Steve",,1983,Minnesota Vikings,16,0
steveriley/2524196,"Riley, Steve",,1982,Minnesota Vikings,9,0
steveriley/2524196,"Riley, Steve",,1981,Minnesota Vikings,16,0
steveriley/2524196,"Riley, Steve",,1980,Minnesota Vikings,16,0
steveriley/2524196,"Riley, Steve",,1979,Minnesota Vikings,16,0
steveriley/2524196,"Riley, Steve",,1978,Minnesota Vikings,5,0
steveriley/2524196,"Riley, Steve",,1977,Minnesota Vikings,14,0
steveriley/2524196,"Riley, Steve",,1976,Minnesota Vikings,14,0
steveriley/2524196,"Riley, Steve",,1975,Minnesota Vikings,14,0
steveriley/2524196,"Riley, Steve",,1974,Minnesota Vikings,2,0
isaacdavis/2500313,"Davis, Isaac",,1998,Minnesota Vikings,0,0
isaacdavis/2500313,"Davis, Isaac",,1997,New Orleans Saints,3,2
isaacdavis/2500313,"Davis, Isaac",,1997,San Diego Chargers,12,12
isaacdavis/2500313,"Davis, Isaac",,1996,San Diego Chargers,14,5
isaacdavis/2500313,"Davis, Isaac",,1995,San Diego Chargers,16,10
isaacdavis/2500313,"Davis, Isaac",,1994,San Diego Chargers,13,2
ojaylarson/2519104,"Larson, Ojay",,1929,Chicago Cardinals,9,0
ojaylarson/2519104,"Larson, Ojay",,1929,Chicago Bears,1,0
ojaylarson/2519104,"Larson, Ojay",,1925,Green Bay Packers,13,0
ojaylarson/2519104,"Larson, Ojay",,1924,Milwaukee Badgers,8,0
ojaylarson/2519104,"Larson, Ojay",,1923,Milwaukee Badgers,12,0
ojaylarson/2519104,"Larson, Ojay",,1922,Chicago Bears,10,0
jacksack/2524784,"Sack, Jack",,1926,Canton Bulldogs,3,0
jacksack/2524784,"Sack, Jack",,1925,Columbus Tigers,0,0
jacksack/2524784,"Sack, Jack",,1923,Columbus Tigers,9,0
charlieane/2508572,"Ane, Charlie",,1959,Detroit Lions,11,0
charlieane/2508572,"Ane, Charlie",,1958,Detroit Lions,12,0
charlieane/2508572,"Ane, Charlie",,1957,Detroit Lions,12,0
charlieane/2508572,"Ane, Charlie",,1956,Detroit Lions,12,0
charlieane/2508572,"Ane, Charlie",,1955,Detroit Lions,12,0
charlieane/2508572,"Ane, Charlie",,1954,Detroit Lions,12,0
charlieane/2508572,"Ane, Charlie",,1953,Detroit Lions,12,0
busterraborn/2523670,"Raborn, Buster",,1937,Pittsburgh Pirates,11,0
busterraborn/2523670,"Raborn, Buster",,1936,Pittsburgh Pirates,10,0
c.j.davis/71273,"Davis, C.J.",,2012,Denver Broncos,7,0
c.j.davis/71273,"Davis, C.J.",,2010,Carolina Panthers,7,0
waltgodwin/2514982,"Godwin, Walt",,1929,Staten Island Stapletons,9,0
harrythayer/2527194,"Thayer, Harry",,1933,Portsmouth Spartans,9,0
raymonddipierro/2512958,"DiPierro, Raymond",,1951,Green Bay Packers,6,0
raymonddipierro/2512958,"DiPierro, Raymond",,1950,Green Bay Packers,12,0
setholsen/81859,"Olsen, Seth",,2012,Indianapolis Colts,5,4
setholsen/81859,"Olsen, Seth",,2011,Indianapolis Colts,6,1
setholsen/81859,"Olsen, Seth",,2009,Denver Broncos,3,0
demetriusrhaney/2549991,"Rhaney, Demetrius",OG,2016,Los Angeles Rams,16,0
demetriusrhaney/2549991,"Rhaney, Demetrius",OG,2015,St. Louis Rams,16,1
slatsdalrymple/2512412,"Dalrymple, Slats",,1922,Evansville Crimson Giants,1,0
joevalerio/2503445,"Valerio, Joe",,1996,St. Louis Rams,1,0
joevalerio/2503445,"Valerio, Joe",,1995,Kansas City Chiefs,16,0
joevalerio/2503445,"Valerio, Joe",,1994,Kansas City Chiefs,16,1
joevalerio/2503445,"Valerio, Joe",,1993,Kansas City Chiefs,13,0
joevalerio/2503445,"Valerio, Joe",,1992,Kansas City Chiefs,16,3
joevalerio/2503445,"Valerio, Joe",,1991,Kansas City Chiefs,0,0
texkelly/2518283,"Kelly, Tex",,1929,Orange Tornadoes,1,0
texkelly/2518283,"Kelly, Tex",,1926,Buffalo Rangers,1,0
texkelly/2518283,"Kelly, Tex",,1925,Rochester Jeffersons,6,0
texkelly/2518283,"Kelly, Tex",,1924,Rochester Jeffersons,0,0
texkelly/2518283,"Kelly, Tex",,1923,Buffalo All-Americans,2,0
texkelly/2518283,"Kelly, Tex",,1922,Toledo Maroons,7,0
tomneville/2502280,"Neville, Tom",,1993,Green Bay Packers,0,0
tomneville/2502280,"Neville, Tom",,1992,Green Bay Packers,8,0
tomneville/2502280,"Neville, Tom",,1991,San Francisco 49ers,12,0
tomneville/2502280,"Neville, Tom",,1988,Green Bay Packers,2,0
tomneville/2502280,"Neville, Tom",,1987,Green Bay Packers,12,0
tomneville/2502280,"Neville, Tom",,1986,Green Bay Packers,16,0
johnvella/2527928,"Vella, John",,1980,Minnesota Vikings,8,0
johnvella/2527928,"Vella, John",,1979,Oakland Raiders,11,0
johnvella/2527928,"Vella, John",,1977,Oakland Raiders,5,0
johnvella/2527928,"Vella, John",,1976,Oakland Raiders,14,0
johnvella/2527928,"Vella, John",,1975,Oakland Raiders,13,0
johnvella/2527928,"Vella, John",,1974,Oakland Raiders,13,0
johnvella/2527928,"Vella, John",,1973,Oakland Raiders,14,0
johnvella/2527928,"Vella, John",,1972,Oakland Raiders,14,0
joelafleur/2518974,"LaFleur, Joe",,1924,Chicago Bears,7,0
joelafleur/2518974,"LaFleur, Joe",,1923,Chicago Bears,10,0
joelafleur/2518974,"LaFleur, Joe",,1922,Chicago Bears,10,0
zachstrief/2506974,"Strief, Zach",T,2016,New Orleans Saints,16,16
zachstrief/2506974,"Strief, Zach",T,2015,New Orleans Saints,15,15
zachstrief/2506974,"Strief, Zach",T,2014,New Orleans Saints,16,16
zachstrief/2506974,"Strief, Zach",T,2013,New Orleans Saints,15,15
zachstrief/2506974,"Strief, Zach",T,2012,New Orleans Saints,12,12
zachstrief/2506974,"Strief, Zach",T,2011,New Orleans Saints,11,11
zachstrief/2506974,"Strief, Zach",T,2010,New Orleans Saints,14,2
zachstrief/2506974,"Strief, Zach",T,2009,New Orleans Saints,16,2
zachstrief/2506974,"Strief, Zach",T,2008,New Orleans Saints,16,1
zachstrief/2506974,"Strief, Zach",T,2007,New Orleans Saints,16,1
zachstrief/2506974,"Strief, Zach",T,2006,New Orleans Saints,9,1
earlwatford/2539242,"Watford, Earl",OG,2016,Arizona Cardinals,15,10
earlwatford/2539242,"Watford, Earl",OG,2015,Arizona Cardinals,8,2
